,name,Air,Energi,Protein,Lemak,Abu,Karbohidrat,Serat Total,Gula Total,Kalsium (Ca),Besi (Fe),Magnesium (Mg),Fosfor (P),Kalium (K),Natrium (Na),Seng (Zn),Tembaga (Cu),Mangan (Mn),Selenium (Se),Vitamin C,Tiamina (B1),Riboflavin (B2),Niasin,Pantotenat (B5),Vitamin B6,Folat Total (B9),Kolina,Vitamin B12,Vitamin A IU,Vitamin A RAE,Retinol,a-karoten,b-karoten,b-kriptosantin,Likopen,Zeaksantin + Lutein,Vitamin E,Vitamin D,Vitamin D IU,Vitamin K,Lemak Jenuh,Lemak Tunggal,Lemak Ganda,Kolesterol
311,Ayam Balado,38715,288737,5193,23639,21599,20759,7376,805,189002,7318,59001,103906,243569,27616,1289,229,1818,6153,12601,115,111,1635,161,43,32513,10073,131,10994,40839,242,-91,1107,1,4,2405,3127,128,1681,1856,10558,9319,245,6365
312,Ayam Balado,3882,288777,5326,23595,21522,20815,7518,969,189062,7141,59079,103876,243636,27605,1349,128,1711,6305,12432,117,143,158,28,497,32514,10161,81,11021,4088,2451,16,1001,62,36,2485,3277,-19,1646,1838,10563,9413,2532,6428
313,Ayam Balado,38746,288685,5275,23697,21433,20866,7436,98,188976,7225,5915,103853,243622,27485,1274,178,1718,6135,12617,127,205,1588,165,421,32449,10084,98,10873,40895,2406,-79,1046,-2,53,2404,323,-59,1589,1822,10447,9363,2506,6492
314,Ayam Balado,38888,288718,5313,23695,21527,20795,7445,895,18908,7186,59161,103961,243558,2758,1296,174,1711,6308,12551,155,51,1588,108,48,3244,10231,-8,11046,40791,2389,23,1143,84,-39,2472,3301,-3,1574,1862,10451,9345,2447,6384
315,Ayam Balado,38787,288758,5188,23753,21522,20775,7368,913,188912,7156,59001,103911,243667,27551,1386,207,1689,6153,12525,54,178,1649,182,311,32553,10252,125,11068,4078,2338,7,1165,-81,52,2456,3152,25,1661,1793,10468,9387,2543,6341
316,Ayam Balado,38777,288635,521,23589,21434,20858,7418,938,189087,713,59023,10381,243553,27505,1351,225,1765,6165,12436,155,35,158,156,364,32597,10126,79,1093,40773,2478,11,114,-65,37,2352,3229,64,1527,1856,10402,9346,2604,6335
317,Ayam Balado,38807,288794,5345,23759,2150,20748,7483,985,188933,7233,59164,103973,243599,27573,1253,296,1717,631,1245,123,108,1626,164,371,32518,10111,79,10878,40789,2333,-61,1037,-54,39,2492,3274,-26,1512,1939,10561,9289,2496,6451
318,Ayam Balado,38765,288755,5226,23578,21526,20816,7475,953,188973,7275,59067,103871,243635,27605,1342,31,1755,6152,12598,12,126,1613,159,373,32584,10122,-61,11007,40739,2359,-42,1177,-93,-82,2399,3304,46,1665,191,10465,9279,245,6481
319,Ayam Balado,3887,288756,5239,23737,21497,20889,7361,805,188915,7247,59021,103919,243588,27472,142,22,1656,6209,12627,167,19,1756,145,353,32433,1022,109,10892,40762,2327,-64,1159,96,-24,2355,3129,13,1512,193,10448,9218,2533,6376
320,Ayam Pop,61383,2891,4823,22095,21323,2042,256,2505,686,3626,402,878,277632,306516,1083,1714,4299,997,1102,768,785,19753,3557,4266,221,1096,111,834496,309,232,0,37,0,0,48,3212,0,0,218,105795,80691,23541,90
321,Ayam Pop,61408,289068,4892,22041,21301,20383,2467,2409,68522,3696,40234,87737,277585,30651,1018,178,4323,9903,10966,58,86,2062,451,338,22154,11017,10,83394,30834,23221,-58,3647,12,-13,4851,3185,-43,66,2171,1058,8057,2258,8931
322,Ayam Pop,61332,289152,4834,22043,21417,20517,260,2554,68639,3594,40149,8783,277713,30607,1131,12,4206,10025,11045,138,6,1957,307,362,22058,10888,179,83412,30976,23195,31,3633,3,-41,4807,3286,-5,5,2259,10568,8078,2328,8933
323,Ayam Pop,61459,289033,4864,22021,21328,20395,2613,2519,68551,3637,40293,87788,277632,30713,99,9,4398,10044,11036,3,122,205,328,357,22011,10905,172,83546,30965,23175,44,3658,32,72,4782,3208,-85,41,211,10645,8146,2345,9085
324,Ayam Pop,61345,289058,4884,22041,21349,20381,2641,2514,68526,3722,40189,87713,277583,30552,1102,244,4339,10044,1101,-3,35,1952,32,409,22025,11042,28,83536,30897,23229,-81,3648,-5,86,4786,3257,-2,97,2092,10549,8099,2343,9035
325,Ayam Pop,61418,289171,489,22049,21295,20465,2614,2463,68547,3643,40192,87862,277694,30583,1062,266,4257,9956,11012,131,-21,2075,416,449,22127,11022,129,83386,30875,23261,2,3618,-75,48,4843,3158,-78,47,2254,10514,8125,2314,9072
326,Ayam Pop,61446,289095,4783,22191,2127,20356,2574,2475,6859,3553,40282,87858,277715,30743,1043,26,4253,9872,1107,35,126,2024,41,466,22009,11041,71,83449,30952,23292,86,3797,7,-98,4819,3241,-12,-39,2166,10592,8105,2347,9003
327,Ayam Pop,6147,289081,4896,22111,21295,20382,2634,2437,6868,3542,40101,8771,277725,30655,999,192,4329,9954,1100,148,133,201,393,446,22167,10949,94,83375,30849,23239,-96,3644,4,-74,4756,3145,-75,82,2264,10486,8103,2378,9004
328,Ayam Pop,61397,289019,4911,22054,21297,20344,260,2497,68693,3534,4026,87813,277693,30587,999,74,4302,1005,1102,138,66,1941,334,386,22162,10872,12,83457,30822,23168,-32,370,4,91,486,3162,-34,17,2126,10496,8012,2376,9092
329,Ayam Pop,61346,28917,4834,22155,21313,20426,2528,2577,68501,3611,40294,87829,277623,30657,1074,79,4355,9915,11064,52,87,2063,416,424,22016,11058,39,83439,30815,23112,62,3682,-9,22,4774,3223,98,-83,2263,10557,8127,2275,9068
330,Siomay Ayam Udang Dimsum,34325,1765,8004,11911,15694,10196,118,2524,396,849,204,1047,1143193,1000633,596,866,1431,1174,105,698,1225,14361,3174,2488,128,3402,187,250706,905,70,3477,8285,0,1,256,472,2,7,293,18967,4627,4752,209
331,Siomay Ayam Udang Dimsum,34339,176593,8042,11829,15754,10282,1162,2616,39699,898,20459,104667,11433,100006,525,64,143,11745,97,112,99,1474,223,321,12855,34032,207,25125,90469,7038,327,814,24,125,25546,509,83,727,3013,1837,4586,4709,20999
332,Siomay Ayam Udang Dimsum,34319,176454,8041,11896,15791,10129,1165,2567,39605,853,20453,104748,114373,100058,604,-1,132,11652,1101,75,79,1442,247,159,12762,34112,255,25045,90424,6992,314,89,0,102,25657,518,-61,783,2978,1801,4598,4782,20884
333,Siomay Ayam Udang Dimsum,34227,176427,8077,11926,15747,10276,1247,2613,39652,821,20464,104799,114268,100149,543,97,124,1172,967,57,131,1365,302,302,12842,34075,136,25045,90548,6919,39,771,34,51,25605,482,22,752,288,1866,4675,4835,20823
334,Siomay Ayam Udang Dimsum,34285,17652,8013,11846,15667,1020,1217,2473,39649,853,20316,104607,114224,100024,526,53,84,11722,1017,19,162,1367,293,251,12733,34034,194,25076,90458,7037,273,874,5,185,25692,493,-15,74,2895,1836,4576,4788,20901
335,Siomay Ayam Udang Dimsum,34357,176433,7941,11864,15657,10164,1082,2484,39601,911,20493,104603,114397,100055,673,145,192,11814,1118,71,141,1418,23,246,12842,3399,257,25135,90426,700,322,753,-1,13,25684,468,-57,605,2872,1907,4601,476,20876
336,Siomay Ayam Udang Dimsum,34399,176435,8062,11993,15634,10183,1092,2448,39558,764,20455,104699,114272,100014,611,114,9,11746,1024,159,65,1395,29,194,1276,33978,137,25032,90428,7081,264,761,-57,85,2558,392,-43,681,2941,1894,4626,4735,20838
337,Siomay Ayam Udang Dimsum,34404,176555,7939,12004,15744,10149,1138,257,39697,834,20314,104714,114289,100102,53,9,61,11672,982,39,24,1434,365,177,12847,3400,245,25036,90525,6934,371,835,89,167,25563,458,9,623,2991,1983,4656,4756,20954
338,Siomay Ayam Udang Dimsum,3426,176543,8025,11846,15664,10229,121,2496,39524,763,20437,104689,114276,100069,622,-4,148,11839,1103,148,82,1365,344,303,12737,34078,106,2513,90414,7078,442,84,27,117,25694,534,18,678,2975,1996,4654,4662,20835
339,Siomay Ayam Udang Dimsum,34405,176557,8019,11961,15669,10291,1182,258,39575,782,20302,104709,114314,100117,519,184,193,11796,1096,166,114,1472,295,178,1274,34062,206,25036,90422,7082,292,781,-42,19,25501,389,7,647,2879,1917,4632,4806,20922
340,Daging Sapi Paprika Lada Hitam,54414,2865,7442,14096,1357,39397,1045,12081,1189,685,703,1084,781929,225224,1595,3956,52432,1085,1106,696,2215,30065,5103,4004,155,2053,272,1009254,52463,3,628,563162,38186,20,817944,468,1,4,2622,63486,48813,20595,89
341,Daging Sapi Paprika Lada Hitam,5435,286578,7471,14099,1352,39298,10442,12021,118835,6887,70384,108492,78182,22533,161,398,5248,1076,11021,34,269,2985,517,316,15497,20443,348,100918,5314,34,62793,56222,3842,2099,81804,4764,25,326,26159,6385,4855,2021,8891
342,Daging Sapi Paprika Lada Hitam,5442,286429,7373,14082,13496,39486,10537,11985,118953,6924,70207,108313,78147,22539,1567,301,5226,10834,11038,118,163,2918,483,477,1554,20597,362,100854,5254,342,62722,56244,3785,1978,81724,4615,23,301,26266,6354,4856,2154,8865
343,Daging Sapi Paprika Lada Hitam,5438,28647,7413,14111,1362,39473,10474,12056,118833,6806,70375,108433,78178,22554,167,357,515,10885,11158,-16,129,3041,604,379,15545,20518,177,100851,5231,246,62872,56382,3826,1999,81816,4654,5,431,26199,6381,4861,1981,8921
344,Daging Sapi Paprika Lada Hitam,5434,286451,7434,14024,13533,39333,10488,12171,118962,687,70229,108489,78161,22557,1598,375,5334,10931,11154,135,218,2925,48,413,15555,20506,18,100835,5287,253,6289,56416,3779,1951,81811,4597,-75,366,26273,6291,4899,2125,8965
345,Daging Sapi Paprika Lada Hitam,54349,286474,7505,14018,13566,39454,10353,1200,118846,6946,70288,108446,78114,22577,1638,358,5147,10913,11099,152,257,3077,566,35,15474,20613,32,100878,5183,225,62873,56337,3862,2051,81789,4667,-26,348,26197,633,4912,1987,8855
346,Daging Sapi Paprika Lada Hitam,5438,286582,7377,14162,13531,39474,10388,12144,118965,6809,70305,10842,78196,22617,1591,478,5254,10928,11103,129,21,3097,607,344,15526,2059,234,100995,5204,315,62856,56251,3849,2046,81819,4636,-7,477,26271,6436,4948,206,8991
347,Daging Sapi Paprika Lada Hitam,54364,286509,7363,14145,13546,39487,10378,1210,118815,6797,70231,108496,78228,22602,1495,457,5168,10799,11134,107,163,3101,511,398,1557,20533,254,101016,516,241,62885,56314,3729,1925,81869,4594,55,40,26319,6267,489,2157,8821
348,Daging Sapi Paprika Lada Hitam,54404,286508,7486,1402,13573,39308,10514,12128,118827,682,70235,108351,78188,22616,1551,392,5149,1078,11141,49,153,3034,476,443,15442,20524,231,10089,5217,334,62705,56324,3727,1983,81863,4752,-62,441,26152,6376,4806,2078,8825
349,Daging Sapi Paprika Lada Hitam,54403,286588,7521,14159,13624,39326,10467,12019,118989,6778,70312,108362,78276,22543,1515,391,5268,10814,11026,-6,205,3064,539,407,15444,20617,209,100946,5231,326,62751,56252,3894,209,81712,4599,-87,459,26242,6397,4832,2126,8882
350,Ayam Saus Tiram,59417,1983,7645,3839,11702,36965,567,11766,1050,4194,675,1292,2013649,310758,1423,2835,5001,1253,2147,789,1004,29315,5798,4267,120,148,211,2430,331,252,48,899,66,20,1192,29,4,14,1814,11269,11783,9505,159
351,Ayam Saus Tiram,59374,198349,7703,3776,11751,36972,5768,11739,105032,4259,67449,129183,201343,31092,1514,28,4968,12607,21436,3,78,2876,498,496,11917,14892,184,243087,33143,2529,4815,89869,6697,1944,11923,21,116,1391,18182,1065,1109,938,15921
352,Ayam Saus Tiram,59512,198307,7666,3927,11774,37022,5728,11789,105039,4213,67567,129195,201281,31156,1334,32,507,12607,21448,135,83,2961,635,349,11954,14702,24,243005,33105,25241,480,89897,6581,201,119172,276,42,1325,18114,1052,1247,1039,15955
353,Ayam Saus Tiram,59416,198229,7696,3817,1178,36891,5579,11784,104959,4168,67545,129117,201361,31161,1362,278,5084,12451,21523,129,2,2943,564,419,12044,14724,123,242958,33132,25157,4752,89834,6622,1939,119167,209,26,1466,18051,1116,1231,987,15803
354,Ayam Saus Tiram,59347,198337,7706,3809,11678,36936,5621,11679,104926,4275,67556,129137,20138,30991,1422,189,4966,1253,21517,104,194,2844,591,387,11916,1474,172,243086,33073,25215,476,89839,6611,192,119187,291,-31,1498,18185,1117,1187,944,15863
355,Ayam Saus Tiram,59331,198259,7671,3795,11777,36941,5664,1185,104992,4167,67443,129121,201269,31017,142,378,4916,12485,21418,62,74,3021,532,524,11996,14843,228,243016,33145,25145,4771,89806,666,2002,119112,353,-2,1346,18069,1113,1262,892,15836
356,Ayam Saus Tiram,59345,198362,7669,3869,11723,36974,5596,1178,105063,4102,67487,129204,201427,31014,1346,285,4965,12517,21371,4,11,2868,58,364,11959,14713,191,243093,3316,25132,4702,89884,6564,2032,119226,308,27,1306,18119,1086,1127,1014,15949
357,Ayam Saus Tiram,59489,198388,7643,3831,1175,36983,5656,1176,10506,4186,67429,129264,201398,31045,1415,344,4903,12619,21422,101,116,2855,548,471,11913,14804,225,242945,33007,25283,470,89922,665,2034,119295,192,116,1426,18133,1118,110,886,15804
358,Ayam Saus Tiram,59512,198217,755,3908,11671,36904,5642,11752,104936,4197,67467,129166,201387,30987,1382,236,5062,12493,21521,77,44,2941,533,399,12058,14714,12,242961,33051,25204,4804,89891,6594,2085,119224,206,53,1344,18187,1151,1216,972,15874
359,Ayam Saus Tiram,59452,19827,766,3797,11632,36888,5691,11795,104933,4128,67475,129297,201416,31033,1419,329,502,12484,2154,39,13,3023,494,399,11907,14708,245,243072,33033,25275,4729,89954,6604,1962,11911,234,96,1352,18231,1063,1156,1036,15842
360,Rendang Daging Sapi (Asli Minang),40427,1742,6784,5502,12546,3479,1483,1681,1779002,6991,991,1234,2165607,475758,2145,2932,120109,1369,675,857,1173,22129,2743,3305,163,204,19,515,28,3,1,186,232,15,246,1159,1,4,1779,15354,23721,7586,89
361,Rendang Daging Sapi (Asli Minang),40348,174252,6822,5497,12529,34785,14839,1773,17784,6899,9906,123381,216471,47656,2224,203,11953,13709,6724,12,31,2216,323,41,16219,20492,217,51434,2761,359,166,18629,23219,1493,24518,1195,-38,444,17838,1531,2414,759,8904
362,Rendang Daging Sapi (Asli Minang),40441,174179,6783,5409,12577,34799,14905,1667,177815,692,9909,123437,216636,47565,2052,292,11928,13691,6678,105,163,2221,278,339,1627,2049,258,51417,2709,343,9,18511,23181,1591,24535,1075,73,33,17819,1522,242,826,8834
363,Rendang Daging Sapi (Asli Minang),40346,174212,688,5545,12516,34816,14755,1765,177896,7031,99022,123446,216605,47602,2101,218,12013,13591,6803,34,137,2189,317,307,16335,20468,117,5156,2759,244,1,18545,23133,1417,24631,1156,92,357,17751,1458,2434,769,8924
364,Rendang Daging Sapi (Asli Minang),4036,174173,6756,5454,12507,34724,1480,1712,177827,6942,99005,123405,216646,4753,2222,372,12056,13617,6686,43,63,2118,195,238,1630,20361,231,51573,2783,201,49,18559,23204,1432,24697,1209,-84,369,17826,1476,2347,688,898
365,Rendang Daging Sapi (Asli Minang),4044,174161,6863,5514,12603,34811,14874,1777,177868,6899,99103,12338,216608,47589,211,377,11973,13592,6795,101,68,2171,195,37,16298,20351,157,51474,2883,288,137,18643,23123,1524,24579,1075,69,472,17862,1493,228,752,8912
366,Rendang Daging Sapi (Asli Minang),40355,174103,6876,5507,12517,34862,14841,1584,177911,6897,99056,123417,216566,47627,2189,255,12028,13761,6836,88,37,2176,176,351,16333,20483,172,51509,2818,301,43,18586,23225,1583,24693,1194,9,491,17827,1625,2405,80,8915
367,Rendang Daging Sapi (Asli Minang),40447,174284,6768,5509,12593,34697,14844,1662,17790,6914,99139,12340,216559,47483,2117,208,12008,13758,6672,29,215,2211,254,30,16324,20404,97,51493,2855,384,54,18677,23266,1483,24614,1234,42,371,1778,1576,2344,789,8995
368,Rendang Daging Sapi (Asli Minang),40348,174231,6736,5468,12448,34749,14762,1658,17796,6904,99168,123444,216616,47497,2234,328,12051,13777,6693,107,201,2294,245,359,16292,20323,26,51411,2814,393,172,18525,23211,1479,24596,1128,-32,44,17865,1457,2344,685,8985
369,Rendang Daging Sapi (Asli Minang),40392,17420,6745,5492,12637,3469,14838,1643,177992,6974,99135,123307,216489,47614,2117,36,11937,13767,6693,102,152,2149,256,331,16217,20398,261,51535,2779,283,145,18678,23205,1406,24574,1168,48,454,17791,1466,2471,813,8877
370,Rendang Ayam,36231,4903,9848,2403,1396,75392,230,16277,3184002,14241,1697,2069,3382331,947758,2776,591,166364,1507,2221,1374,2082,28732,4074,6456,553,1513,111,1913185,598,232,1,214,298,15,246,2759,0,0,1846,123551,66445,25012,90
371,Rendang Ayam,36169,49025,977,23989,1404,75356,22929,16229,318317,14209,169766,206889,338134,94855,285,649,16579,15118,22216,45,129,2968,402,706,55246,15204,74,191227,59789,23106,67,2139,29735,1539,24683,2811,-2,9,18467,12281,6656,2463,9076
372,Rendang Ayam,36298,490375,993,2412,14035,75333,22908,16347,318433,14255,169793,206921,338154,94771,2718,503,1656,15132,22216,203,253,2973,433,697,55349,1519,125,191397,59874,23147,5,21371,29852,1513,24637,2809,-36,29,18505,12431,6681,2414,9037
373,Rendang Ayam,36314,490255,9936,24014,13976,75448,22935,16251,31840,14303,169665,206971,338316,94796,2706,648,16615,15079,2212,227,25,2795,444,624,55206,15103,202,191365,59847,23163,49,21376,29737,1462,24622,276,-79,52,1856,12397,6713,258,9016
374,Rendang Ayam,36299,490323,9792,24115,1403,75367,22931,16288,318447,14226,169682,206924,338279,94847,2703,598,1667,15113,22123,63,152,2841,446,689,55238,15134,63,191221,59817,23123,65,21341,29896,1442,24665,2812,-39,46,18366,12402,6598,2556,8955
375,Rendang Ayam,36203,490278,9874,2396,13887,75364,22981,1630,318498,14181,169747,206857,338272,94746,2867,546,16683,15109,22283,108,256,2783,343,641,55378,15048,47,191241,59886,23135,18,21434,2975,1547,24606,270,-35,86,18549,12401,6573,2416,9021
376,Rendang Ayam,3621,49020,9925,23965,13921,75362,2299,16362,318383,14279,169759,206878,338171,9481,2751,556,16546,14995,22218,211,194,2842,384,711,55319,15164,27,191377,5973,23108,24,21337,29721,1494,2469,2661,72,75,18366,12425,659,2593,8938
377,Rendang Ayam,36249,490209,9829,24071,13949,7538,23013,1620,318493,14261,16974,206903,338187,94686,2726,587,16623,1499,22152,101,194,284,449,677,55326,15188,89,191256,59854,23109,83,21462,29848,1546,24562,2797,18,24,18372,12263,6648,244,8904
378,Rendang Ayam,36318,490374,9828,24095,13894,75474,23087,16303,318469,1434,169728,206814,338183,9475,2797,675,16656,15072,22191,234,252,2961,327,744,55357,1523,4,191389,5971,23151,96,21436,29809,1527,24587,2788,-11,-89,18395,12411,6729,2525,8926
379,Rendang Ayam,36283,490226,9792,23956,13947,7537,22988,16191,318417,14243,169741,206945,338181,94852,2691,666,16688,15095,22133,186,184,2783,504,665,55225,15078,171,191376,59719,23259,186,21386,29819,1525,24658,2811,98,98,18375,12367,6678,2417,8998
380,Sate Padang,65251,5388,18151,18368,7191,100541,3652,381,6523002,32322,2866,3818,4363849,942,5756,9733,21555,2144,4674,2963,3604,42929,5767,10552,839,348,24,243564,804,0,37,1524,338,15,1411,4086,4,16,2982,55157,68337,25846,93
381,Sate Padang,6527,538808,18079,18467,7112,100618,36448,3723,652328,32232,286697,381744,43629,94169,5838,878,21618,21394,46728,27,328,4388,622,995,83805,3484,166,243561,80401,16,3645,152483,33883,1575,141082,4008,81,1513,29751,5427,6746,2682,9278
382,Sate Padang,65187,538821,18136,18398,7101,100529,36565,3894,65231,32342,286613,381888,436289,94257,5812,1042,21528,21465,46767,295,424,4194,552,1044,8400,34779,237,243645,80373,3,3673,152482,33759,1432,141011,4055,-33,1654,29902,5416,6866,262,9377
383,Sate Padang,65221,538735,18064,18284,7229,100616,36456,3802,652229,3237,28669,381709,436411,94222,5695,99,21641,2142,4678,366,392,4316,675,1011,83946,34703,244,243538,80488,32,3624,152487,33814,1549,141171,4026,91,1546,29738,5569,6926,2485,9362
384,Sate Padang,6516,538742,18202,18287,7182,100638,36494,3816,652337,32226,286621,381818,436365,9413,5746,887,21569,21368,46671,347,417,4209,609,110,83979,34799,145,243489,80361,94,366,152441,33714,152,141099,4039,116,1634,29835,5546,6871,255,9321
385,Sate Padang,65157,538739,18074,18429,7132,100554,3654,3821,652353,32389,286641,381742,436412,94136,5833,101,21605,21399,46776,279,414,4291,623,976,83974,34845,199,243584,8039,-6,3771,152423,33897,1565,141061,3987,72,1519,2977,5611,6903,265,9394
386,Sate Padang,6522,53879,18079,18297,7233,10055,36599,3866,652239,32243,286586,381762,436476,94207,5841,1025,21501,21456,46816,305,382,4334,566,1005,83946,34825,152,243577,80349,-68,3675,152344,33825,1412,141031,4101,-41,1633,29913,5556,6864,2487,9233
387,Sate Padang,6528,538728,18074,18434,7096,100485,36475,3879,652223,32363,286665,381878,436485,94177,5752,94,21525,21472,46758,317,454,4301,547,969,83931,34887,272,243642,80371,7,364,15244,33714,1448,14109,4158,23,1699,29799,5526,676,2607,9301
388,Sate Padang,65242,538839,18099,18329,716,100601,36515,3743,65237,32394,286647,381856,436369,94291,5733,1072,21603,21463,46727,367,297,4352,534,1079,83988,34812,174,243639,80372,-57,364,152302,3376,1521,141058,4173,42,1518,29819,5483,6881,2665,9258
389,Sate Padang,65152,538753,18078,18303,7098,100464,36451,3743,652265,32334,286519,381744,436316,94128,574,1039,21468,21408,46772,284,335,429,492,993,83922,34854,252,243568,80468,-5,3677,152479,33803,141,141042,4061,39,1548,2985,5559,6755,2526,9264
390,Ekkado,48976,3822,10148,26889,15997,27535,516,12411,1071,269,468,1424,2076,1054633,921,275,9596,1458,1167,973,2243,1559,4839,2479,322,5635,345,892353,449,225,0,46612,76,0,708,207,16,62,2384,98339,9158,59331,1053
391,Ekkado,49032,382178,10116,2696,16082,27453,5241,12409,107119,2726,46894,142468,207539,105407,919,287,943,1464,11647,3,128,1583,476,319,32241,5644,377,89267,44889,22405,43,4665,7525,42,70767,2122,192,6277,23922,985,9138,5874,105207
392,Ekkado,4893,382282,10077,26972,1591,27546,5159,12379,107097,2683,4683,142346,207672,105449,852,23,884,14484,11584,71,206,1656,42,323,32287,56326,35,89158,44973,22533,75,4746,7673,-39,70863,2091,126,620,2378,9866,9135,5897,105296
393,Ekkado,48886,382213,10163,26813,16094,27586,5069,12501,107186,2697,46899,142499,207641,105369,964,351,1012,1456,1162,0,272,1499,572,303,32199,56332,326,89206,44807,2253,-95,4609,7636,-64,70766,2102,71,6204,23854,9737,9168,5875,10539
394,Ekkado,48955,382198,10125,26853,15916,27487,5115,12465,107066,2675,46786,14249,207546,105407,102,365,887,14567,11731,33,253,1462,478,30,32149,56324,407,89327,44967,22565,-27,4734,7657,-5,70845,2074,88,6157,23793,9792,9121,5928,105314
395,Ekkado,49052,382107,10141,26973,16068,27557,5151,12442,107162,2688,46858,142354,207594,105496,1009,207,104,14544,11638,143,318,1578,581,339,32209,56383,408,8931,4485,22415,-9,4679,7571,5,7085,2082,244,6167,23759,9857,9138,5864,105207
396,Ekkado,48995,382193,10166,26945,15981,27592,5207,12481,107163,2632,46882,142359,207694,105482,928,336,96,14608,11633,101,196,1642,548,148,32233,56282,403,89324,44973,2245,2,4683,7557,39,70787,207,189,6157,23782,977,9247,5897,105309
397,Ekkado,4902,382292,10071,26799,16005,27473,5096,12417,10707,2641,46871,142357,207585,105504,903,209,964,14653,11754,66,314,1553,394,296,32278,56276,442,89167,44835,22572,8,472,7693,49,70788,1983,249,6208,23875,987,9156,5967,10529
398,Ekkado,49014,382222,10089,2684,16006,27505,5198,12379,107073,2664,46861,142407,207619,105524,911,278,905,14492,11638,93,133,1531,444,277,32219,56352,29,89152,44916,22556,28,4704,7655,-3,70754,1985,121,626,23799,9888,917,602,105308
399,Ekkado,49005,382167,10121,26795,15933,27571,5242,12387,107114,2685,46851,142341,207587,105372,1007,362,877,14556,11752,152,236,1513,422,345,32178,56388,26,89297,44956,22413,-25,4731,7698,-7,70716,2112,156,617,23743,9762,9233,5867,105298
400,Cumi Goreng Tepung (Calamari),35669,1249,579,1894,22157,23903,33,2036,744876,3699,255,821191,1264,147233,476,3354,691,957,871,1264,1528,12537,2371,1567,244,218,16,94,12,10,0,35,0,0,19,198,0,0,26,4652,6359,6303,246
401,Cumi Goreng Tepung (Calamari),35623,124848,5737,1955,22218,23901,330,1993,74482,373,25596,82159,126463,14637,493,411,666,9507,8713,21,191,1326,184,168,24304,21889,208,945,127,1061,97,3476,56,-99,1915,208,46,-21,356,486,574,709,24679
402,Cumi Goreng Tepung (Calamari),3574,124966,588,1912,22227,23845,3351,1953,74527,3645,25513,82177,126371,14796,526,277,688,9612,8647,174,239,1171,282,77,24326,21817,246,9402,1255,921,-57,3515,63,86,1918,121,-49,74,23,487,726,626,2460
403,Cumi Goreng Tepung (Calamari),35673,124973,5859,1805,2215,23992,3205,2135,74393,3791,25582,82029,12631,14782,431,323,644,950,8761,79,68,119,241,101,24461,21803,245,9487,1286,917,61,3416,-96,5,1811,109,5,96,327,549,663,693,24621
404,Cumi Goreng Tepung (Calamari),35751,124924,572,1835,22129,23894,3347,2012,74406,3664,25529,82104,126363,14683,396,253,767,9659,8788,221,172,1288,148,133,24463,21741,235,9494,1139,1069,-39,3558,8,-76,1867,11,-99,-59,203,448,64,647,24531
405,Cumi Goreng Tepung (Calamari),35596,124841,5839,1917,22147,23964,3251,2064,74464,3765,25453,82204,126418,14656,435,256,743,9576,8615,226,223,1271,236,154,24346,21781,156,9376,1281,1077,-75,3428,91,-66,1883,182,-99,-91,195,418,617,573,24629
406,Cumi Goreng Tepung (Calamari),35725,124821,5748,1914,22084,23961,3287,2053,74422,3688,25569,82138,126478,14774,433,424,664,9514,8768,68,82,1201,151,247,24397,21823,243,9346,1209,919,52,355,-59,65,1907,239,6,-48,249,541,608,532,24531
407,Cumi Goreng Tepung (Calamari),35585,124838,5769,1844,22204,23963,3306,2112,74554,364,25465,8210,126323,14751,509,286,759,9521,880,73,219,1312,228,179,24331,21813,219,9358,1192,954,-34,3467,-31,73,1843,271,-9,14,172,44,636,582,24504
408,Cumi Goreng Tepung (Calamari),35613,124939,5881,1826,22235,23874,3252,1973,74421,3732,2545,82112,126449,14819,532,275,743,9594,8705,194,209,1287,157,141,24404,21839,217,9498,1277,997,32,345,3,-93,1949,288,-66,39,191,493,673,68,24637
409,Cumi Goreng Tepung (Calamari),35627,124979,5838,1897,22153,23906,3201,1999,74409,3659,25533,82216,126312,14766,379,293,666,9512,8683,108,61,1323,298,254,24432,2173,118,9337,115,918,88,3432,21,-49,1889,242,-82,-5,353,48,594,535,24507
410,Bakso Ikan,36799,865,5045,288,10419,16932,262,10051,307,1569,146,524,773,272758,174,1033,4428,132,21,16,721,22387,524,1143,16,79,244,65,22,22,0,0,0,0,0,29,2,82,1,831,927,791,47
411,Bakso Ikan,36889,86599,5006,258,10422,16834,2697,10016,30738,155,14503,52418,77252,27363,273,23,418,13276,2022,4,8,2182,-32,105,1673,7866,312,6557,2285,2162,-77,-66,59,67,-26,34,233,8125,6,29,109,-17,4743
412,Bakso Ikan,36777,86463,5083,212,10494,16857,2628,10052,30619,1498,14683,52425,77254,27294,162,36,371,13154,2089,17,-22,2263,17,34,1611,7865,198,659,2279,2145,69,63,-39,-38,8,-4,202,8202,85,8,28,3,4771
413,Bakso Ikan,36844,86546,4972,242,10344,16989,2652,10007,3070,1481,14551,52467,77223,27242,166,133,416,13144,2075,-71,164,2235,8,97,1506,7899,343,6588,2131,2178,85,38,-15,6,-2,46,219,8188,48,147,87,78,4686
414,Bakso Ikan,36748,8641,5007,312,10484,16854,2595,10056,30781,1536,14688,52301,77231,27268,123,135,407,13168,2071,-15,97,2312,4,9,165,7802,228,6477,2125,2281,36,22,-42,-3,10,-43,283,8261,-86,41,182,39,4705
